brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date,price_m2
Coldwell Banker,lista para la venta,999692,2,3,1.97,Avenida Diagonal 34,Sevilla,País Vasco,79759,332,2023-06-26,3011.120481927711
eXp Realty,lista para construir,441027,4,1,0.32,Plaza España 58,Gijón,Murcia,31235,134,2024-05-18,3291.2462686567164
Coldwell Banker,lista para construir,341604,3,2,1.82,Avenida de la Constitución 163,Gijón,Aragón,46966,59,2024-07-18,5789.8983050847455
Coldwell Banker,lista para construir,2052453,6,3,1.94,Avenida Diagonal 66,Madrid,País Vasco,87151,402,2025-01-30,5105.604477611941
eXp Realty,lista para la venta,405614,4,3,0.48,Avenida Diagonal 173,Málaga,Extremadura,37124,79,2025-02-02,5134.354430379747
Keller Williams,lista para construir,1047349,6,1,1.31,Calle Alcalá 132,Córdoba,Asturias,84695,403,2024-04-04,2598.8808933002483
Compass,lista para la venta,425718,5,2,0.88,Avenida Diagonal 168,Córdoba,Castilla y León,44614,143,2024-06-03,2977.048951048951
Realty One,lista para la venta,631800,3,4,1.88,Ronda de Valencia 124,Alicante,Murcia,78455,201,2024-04-16,3143.283582089552
Coldwell Banker,lista para construir,1048722,3,1,0.57,Avenida Diagonal 7,Zaragoza,País Vasco,17775,489,2024-10-19,2144.6257668711655
Realty One,lista para la venta,517949,6,2,0.21,Avenida Diagonal 61,Las Palmas,País Vasco,87248,153,2024-03-14,3385.2875816993464
RE/MAX,lista para la venta,1233546,1,1,1.74,Calle Alcalá 21,Sevilla,Galicia,50288,464,2024-09-02,2658.5043103448274
Realty One,lista para la venta,749929,2,3,0.14,Calle Mayor 50,Bilbao,Navarra,78486,213,2023-09-17,3520.7934272300467
Coldwell Banker,lista para la venta,1069515,5,4,0.11,Paseo de la Castellana 169,Alicante,Murcia,22968,424,2024-04-25,2522.441037735849
Realty One,lista para la venta,2182027,5,1,1.78,Calle Mayor 122,Barcelona,Castilla y León,36268,476,2025-04-10,4584.0903361344535
RE/MAX,lista para construir,1090924,6,1,1.85,Plaza España 137,Murcia,Castilla-La Mancha,29054,390,2024-01-24,2797.2410256410258
Compass,lista para construir,814734,3,2,0.29,Paseo de la Castellana 175,Valladolid,Extremadura,80830,317,2024-09-28,2570.1388012618295
Compass,lista para construir,1013283,5,1,1.87,Calle Mayor 145,Málaga,Valencia,71427,273,2024-08-29,3711.6593406593406
Berkshire Hathaway,lista para la venta,441276,5,2,1.91,Paseo de la Castellana 39,Sevilla,Castilla y León,56894,84,2025-01-18,5253.285714285715
Berkshire Hathaway,lista para construir,499135,2,2,0.61,Plaza España 129,Sevilla,Aragón,22468,176,2025-01-18,2835.994318181818
Keller Williams,lista para construir,891871,1,1,1.11,Avenida Diagonal 160,Las Palmas,Madrid,26810,353,2025-01-23,2526.5467422096317
Coldwell Banker,lista para construir,356435,5,2,1.9,Plaza del Sol 92,Vigo,Aragón,83320,60,2024-02-22,5940.583333333333
Coldwell Banker,lista para la venta,729955,2,3,1.29,Avenida Diagonal 176,Barcelona,Madrid,85342,135,2024-01-08,5407.074074074074
Sotheby's,lista para la venta,851783,2,1,0.42,Calle Mayor 181,Sevilla,Madrid,45976,365,2024-10-16,2333.6520547945206
Berkshire Hathaway,lista para construir,381042,5,1,1.77,Plaza España 6,Murcia,Madrid,18186,97,2024-11-14,3928.2680412371133
Realty One,lista para construir,1526033,4,4,0.99,Plaza del Sol 66,Bilbao,Asturias,10622,406,2025-02-01,3758.7019704433496
Berkshire Hathaway,lista para la venta,957968,1,2,0.81,Plaza del Sol 23,Alicante,Cataluña,51739,457,2023-06-26,2096.210065645514
eXp Realty,lista para construir,386633,1,2,0.8,Paseo de la Castellana 188,Córdoba,Madrid,69675,139,2023-07-18,2781.5323741007196
Sotheby's,lista para construir,1071312,1,1,0.39,Calle Mayor 39,Bilbao,Canarias,94855,309,2024-08-16,3467.029126213592
Berkshire Hathaway,lista para la venta,816619,4,4,1.91,Calle Mayor 46,Córdoba,Murcia,65430,294,2025-03-07,2777.6156462585036
Sotheby's,lista para construir,657802,4,3,0.17,Plaza del Sol 22,Palma,Galicia,76102,242,2025-04-30,2718.190082644628
Sotheby's,lista para la venta,464399,1,2,1.46,Avenida Diagonal 52,Zaragoza,Cataluña,69041,135,2024-11-05,3439.9925925925927
Century 21,lista para la venta,733585,3,3,0.66,Avenida de la Constitución 167,Valencia,Baleares,62860,219,2024-03-31,3349.703196347032
Berkshire Hathaway,lista para la venta,512110,2,2,1.84,Paseo de la Castellana 132,Las Palmas,Aragón,16854,182,2023-08-09,2813.7912087912086
Coldwell Banker,lista para la venta,1159020,4,2,1.45,Calle Serrano 36,Las Palmas,Canarias,61068,460,2024-08-18,2519.608695652174
Realty One,lista para la venta,339881,1,1,0.42,Calle Mayor 126,Vigo,Baleares,83007,164,2025-02-01,2072.4451219512193
Compass,lista para la venta,927632,5,3,1.28,Plaza España 162,Las Palmas,Murcia,81998,376,2024-04-07,2467.1063829787236
eXp Realty,lista para la venta,372464,3,3,1.3,Calle Mayor 124,Málaga,Madrid,73921,61,2024-09-29,6105.9672131147545
RE/MAX,lista para construir,762662,1,1,1.85,Ronda de Valencia 114,Córdoba,Castilla-La Mancha,52201,328,2025-02-23,2325.189024390244
eXp Realty,lista para construir,1752720,2,3,0.76,Calle Mayor 181,Madrid,Madrid,64713,361,2023-07-03,4855.180055401662
Berkshire Hathaway,lista para la venta,197538,3,1,0.29,Avenida de la Constitución 119,Valladolid,Castilla-La Mancha,18474,50,2024-12-10,3950.76
Century 21,lista para construir,2050657,1,1,1.96,Avenida de la Constitución 194,Barcelona,Andalucía,71781,437,2023-12-23,4692.578947368421
Realty One,lista para la venta,761264,1,2,1.74,Calle Mayor 127,Sevilla,Asturias,14054,285,2024-02-18,2671.101754385965
Compass,lista para la venta,877455,4,4,1.03,Avenida de la Constitución 88,Valladolid,Extremadura,30758,357,2023-09-11,2457.8571428571427
Realty One,lista para construir,1079461,1,2,1.66,Ronda de Valencia 186,Palma,Castilla y León,92076,457,2024-06-07,2362.059080962801
eXp Realty,lista para construir,901193,4,1,0.48,Plaza España 124,Bilbao,Castilla y León,18426,230,2024-07-01,3918.230434782609
Sotheby's,lista para la venta,998130,5,3,0.49,Calle Serrano 36,Vigo,Castilla y León,52887,412,2024-12-07,2422.645631067961
Berkshire Hathaway,lista para construir,634996,6,3,1.44,Avenida de la Constitución 99,Alicante,Canarias,90990,183,2023-09-28,3469.9234972677596
Century 21,lista para la venta,851171,1,2,0.76,Avenida Diagonal 146,Valladolid,Madrid,37540,363,2023-07-26,2344.823691460055
RE/MAX,lista para construir,757501,4,3,0.71,Calle Alcalá 176,Valladolid,Baleares,29586,288,2025-01-31,2630.2118055555557
Century 21,lista para la venta,445614,2,3,1.3,Plaza España 127,Palma,Baleares,17017,134,2024-08-08,3325.4776119402986
RE/MAX,lista para construir,637933,4,2,1.82,Calle Mayor 185,Gijón,Galicia,44279,231,2023-11-16,2761.6147186147186
Realty One,lista para construir,823692,5,3,0.87,Plaza España 73,Alicante,Navarra,88161,326,2025-03-01,2526.6625766871166
eXp Realty,lista para la venta,664523,4,4,1.01,Calle Serrano 34,Murcia,Valencia,98290,214,2023-09-09,3105.2476635514017
Realty One,lista para construir,425549,6,4,1.8,Calle Serrano 159,Valladolid,Navarra,79881,68,2024-04-19,6258.073529411765
Coldwell Banker,lista para la venta,1349626,4,3,1.1,Plaza del Sol 184,Bilbao,Canarias,45984,357,2023-11-26,3780.464985994398
Realty One,lista para la venta,998629,6,2,0.36,Avenida Diagonal 101,Barcelona,Andalucía,61598,196,2023-11-26,5095.0459183673465
Century 21,lista para la venta,1417407,1,1,0.33,Avenida de la Constitución 30,Valencia,Asturias,45056,482,2023-06-07,2940.6784232365144
eXp Realty,lista para construir,1074784,6,4,1.84,Calle Alcalá 179,Gijón,Asturias,31327,367,2024-12-16,2928.566757493188
Keller Williams,lista para construir,465339,2,3,1.1,Plaza del Sol 117,Málaga,Valencia,80527,124,2025-02-21,3752.733870967742
Sotheby's,lista para la venta,1074778,6,3,1.92,Ronda de Valencia 175,Alicante,Baleares,20325,421,2024-09-18,2552.916864608076
Century 21,lista para construir,399480,1,2,0.9,Ronda de Valencia 4,Valencia,Murcia,89359,122,2023-09-19,3274.4262295081967
Realty One,lista para la venta,316765,3,1,1.29,Paseo de la Castellana 169,Bilbao,Murcia,76022,71,2024-04-05,4461.478873239436
eXp Realty,lista para construir,1273842,4,4,1.52,Calle Mayor 66,Madrid,Navarra,39132,218,2024-01-29,5843.311926605505
Compass,lista para construir,810539,2,2,0.72,Calle Serrano 24,Málaga,Valencia,21179,257,2024-07-16,3153.848249027237
Coldwell Banker,lista para construir,1314648,2,3,0.22,Avenida de la Constitución 79,Bilbao,Cataluña,68006,409,2024-08-21,3214.2982885085576
RE/MAX,lista para la venta,903980,3,4,0.5,Calle Serrano 133,Valencia,Canarias,59337,272,2024-03-24,3323.455882352941
Realty One,lista para construir,2385752,3,3,0.56,Calle Gran Vía 109,Madrid,Asturias,48677,496,2023-11-23,4809.9838709677415
Realty One,lista para construir,674490,3,4,0.4,Calle Serrano 191,Vigo,Castilla y León,83824,270,2025-01-13,2498.1111111111113
eXp Realty,lista para la venta,744333,4,1,1.84,Ronda de Valencia 154,Palma,Canarias,80199,302,2023-10-18,2464.67880794702
RE/MAX,lista para construir,516758,5,2,1.07,Calle Serrano 142,Zaragoza,Andalucía,13878,144,2024-02-25,3588.597222222222
eXp Realty,lista para la venta,1218143,1,2,1.96,Calle Serrano 161,Valencia,Asturias,86907,385,2024-05-04,3164.007792207792
eXp Realty,lista para construir,2162129,2,2,0.75,Ronda de Valencia 49,Madrid,País Vasco,28525,462,2023-11-14,4679.9329004329
RE/MAX,lista para la venta,627312,1,1,0.73,Avenida de la Constitución 124,Valencia,Valencia,43633,183,2024-07-05,3427.934426229508
Keller Williams,lista para construir,391029,2,2,1.17,Plaza del Sol 121,Sevilla,Navarra,27949,140,2024-07-07,2793.0642857142857
Berkshire Hathaway,lista para construir,724010,2,1,1.64,Calle Alcalá 77,Córdoba,País Vasco,75711,263,2025-04-26,2752.889733840304
Compass,lista para la venta,1010764,6,2,0.8,Paseo de la Castellana 196,Málaga,Murcia,28830,315,2023-12-24,3208.7746031746033
Sotheby's,lista para la venta,997502,5,1,0.69,Calle Mayor 189,Córdoba,Galicia,26293,398,2025-04-16,2506.286432160804
Berkshire Hathaway,lista para construir,1223377,5,1,1.23,Avenida de la Constitución 33,Sevilla,Cataluña,67403,469,2024-09-04,2608.4797441364603
Sotheby's,lista para construir,1664082,5,3,1.81,Paseo de la Castellana 67,Barcelona,Castilla y León,21058,348,2023-12-10,4781.8448275862065
Realty One,lista para construir,1195714,3,3,1.52,Ronda de Valencia 115,Alicante,Cataluña,69329,468,2024-07-01,2554.9444444444443
Sotheby's,lista para construir,1216455,5,2,1.67,Calle Mayor 182,Sevilla,Castilla-La Mancha,47283,453,2024-09-23,2685.3311258278145
RE/MAX,lista para la venta,827780,2,2,0.56,Calle Alcalá 102,Zaragoza,Aragón,85621,332,2024-11-04,2493.3132530120483
Compass,lista para la venta,1272003,1,2,0.58,Paseo de la Castellana 175,Málaga,Madrid,55758,438,2023-07-05,2904.1164383561645
Sotheby's,lista para la venta,1060188,1,1,0.88,Avenida Diagonal 31,Madrid,Asturias,58036,201,2024-07-30,5274.567164179104
Century 21,lista para construir,1788236,6,1,1.63,Calle Alcalá 1,Madrid,Castilla y León,35422,332,2024-05-14,5386.253012048192
Century 21,lista para la venta,612894,3,4,1.95,Plaza del Sol 135,Valladolid,Asturias,46899,181,2025-02-23,3386.1546961325967
Berkshire Hathaway,lista para construir,709157,5,4,0.14,Plaza España 92,Valladolid,Navarra,69665,256,2023-12-18,2770.14453125
Keller Williams,lista para construir,459563,2,3,1.3,Avenida Diagonal 29,Gijón,Andalucía,85933,149,2024-12-12,3084.3154362416108
Berkshire Hathaway,lista para construir,475919,3,1,1.45,Ronda de Valencia 191,Zaragoza,Navarra,76826,136,2024-07-30,3499.404411764706
Coldwell Banker,lista para la venta,832301,2,1,0.38,Calle Gran Vía 53,Alicante,Galicia,15286,355,2024-02-02,2344.5098591549295
Century 21,lista para la venta,318984,3,3,0.59,Avenida de la Constitución 107,Las Palmas,Canarias,58805,61,2024-08-20,5229.245901639344
Coldwell Banker,lista para la venta,613879,5,3,1.68,Calle Gran Vía 195,Murcia,Andalucía,39441,189,2024-08-09,3248.037037037037
Berkshire Hathaway,lista para la venta,747548,3,3,1.86,Calle Alcalá 29,Málaga,Navarra,73520,173,2024-09-18,4321.086705202312
Compass,lista para la venta,1365300,3,3,1.27,Ronda de Valencia 189,Bilbao,Galicia,23407,371,2024-10-18,3680.053908355795
Sotheby's,lista para construir,444995,4,4,1.1,Calle Gran Vía 50,Palma,Madrid,86918,118,2024-09-05,3771.14406779661
Berkshire Hathaway,lista para la venta,710576,4,4,0.51,Calle Gran Vía 148,Madrid,Baleares,39153,101,2025-01-08,7035.40594059406
Keller Williams,lista para construir,1177039,3,1,1.6,Calle Mayor 152,Zaragoza,Madrid,50602,480,2024-08-14,2452.164583333333
Keller Williams,lista para la venta,1055997,6,4,1.92,Calle Alcalá 137,Madrid,Navarra,77428,181,2025-02-23,5834.237569060773
Sotheby's,lista para construir,1066617,3,4,1.32,Calle Gran Vía 133,Palma,Andalucía,46511,441,2024-08-27,2418.6326530612246
Sotheby's,lista para la venta,644082,5,3,1.41,Calle Gran Vía 72,Vigo,Castilla-La Mancha,70756,216,2024-01-03,2981.8611111111113
Sotheby's,lista para la venta,888046,5,1,1.21,Calle Mayor 186,Vigo,Canarias,62034,361,2024-04-05,2459.961218836565
Keller Williams,lista para construir,255629,1,2,0.17,Calle Serrano 100,Córdoba,Valencia,22675,59,2024-07-11,4332.6949152542375
eXp Realty,lista para construir,786292,4,3,0.48,Calle Gran Vía 181,Zaragoza,Aragón,51240,336,2024-10-26,2340.154761904762
Realty One,lista para la venta,1025208,3,1,0.35,Plaza España 192,Vigo,Castilla-La Mancha,46523,448,2023-08-03,2288.410714285714
Compass,lista para la venta,1724117,2,3,1.74,Calle Alcalá 167,Madrid,País Vasco,14651,356,2023-12-24,4843.025280898876
Coldwell Banker,lista para construir,525893,6,3,1.61,Plaza España 13,Málaga,Galicia,35936,125,2024-11-05,4207.144
Sotheby's,lista para construir,273843,1,2,1.12,Ronda de Valencia 93,Murcia,Andalucía,15425,105,2023-10-02,2608.0285714285715
Berkshire Hathaway,lista para la venta,1397517,2,3,1.83,Calle Gran Vía 135,Bilbao,Cataluña,96087,390,2023-09-01,3583.376923076923
Coldwell Banker,lista para construir,520008,2,1,0.54,Calle Gran Vía 16,Vigo,Extremadura,82852,205,2024-06-13,2536.6243902439023
Realty One,lista para construir,1232517,4,2,0.46,Calle Mayor 5,Sevilla,Castilla y León,35765,487,2025-04-12,2530.835728952772
Coldwell Banker,lista para la venta,534993,4,4,0.38,Ronda de Valencia 89,Sevilla,Galicia,89259,186,2024-06-07,2876.3064516129034
Coldwell Banker,lista para la venta,961270,1,2,0.97,Avenida Diagonal 183,Alicante,Asturias,56123,390,2025-03-02,2464.7948717948716
Compass,lista para construir,919519,1,2,1.32,Plaza España 75,Valladolid,País Vasco,65350,395,2025-01-03,2327.8962025316455
eXp Realty,lista para la venta,704901,4,1,1.36,Calle Serrano 122,Alicante,Cataluña,46073,244,2023-11-28,2888.938524590164
eXp Realty,lista para la venta,955651,2,1,0.73,Avenida de la Constitución 9,Vigo,Canarias,25926,452,2024-12-30,2114.272123893805
Realty One,lista para construir,265151,4,1,1.99,Plaza del Sol 196,Vigo,País Vasco,45964,56,2024-05-03,4734.839285714285
Keller Williams,lista para la venta,1097410,6,2,1.71,Calle Mayor 49,Bilbao,Valencia,64578,273,2024-12-17,4019.8168498168498
Century 21,lista para construir,435181,6,3,0.28,Avenida de la Constitución 34,Sevilla,Extremadura,69929,76,2024-11-05,5726.065789473684
eXp Realty,lista para construir,674704,4,1,1.02,Calle Gran Vía 182,Alicante,Extremadura,98396,286,2024-01-24,2359.104895104895
Berkshire Hathaway,lista para la venta,1268737,5,1,0.8,Calle Serrano 52,Málaga,País Vasco,43007,390,2023-08-20,3253.1717948717946
eXp Realty,lista para construir,820717,4,4,1.13,Calle Mayor 79,Las Palmas,Murcia,73001,307,2025-04-05,2673.345276872964
eXp Realty,lista para construir,480103,5,1,1.87,Ronda de Valencia 24,Sevilla,Galicia,88264,92,2023-09-07,5218.510869565217
Sotheby's,lista para la venta,719302,3,2,1.64,Calle Alcalá 86,Alicante,Madrid,86939,259,2025-04-08,2777.227799227799
Keller Williams,lista para construir,412999,1,2,0.82,Ronda de Valencia 2,Málaga,Valencia,93542,103,2025-01-23,4009.6990291262136
Coldwell Banker,lista para construir,698003,5,4,0.79,Paseo de la Castellana 101,Las Palmas,Baleares,68685,245,2024-10-20,2848.991836734694
RE/MAX,lista para construir,678257,5,3,0.8,Calle Alcalá 68,Vigo,Extremadura,56775,217,2025-04-17,3125.6082949308757
Keller Williams,lista para construir,439957,2,3,1.29,Paseo de la Castellana 166,Madrid,Baleares,84412,58,2025-04-09,7585.4655172413795
Compass,lista para la venta,1029162,6,1,0.94,Plaza del Sol 94,Murcia,Cataluña,77394,386,2024-12-16,2666.222797927461
Keller Williams,lista para construir,772217,6,1,0.86,Calle Alcalá 79,Valladolid,Murcia,42043,248,2024-02-12,3113.7782258064517
Coldwell Banker,lista para la venta,778087,6,3,1.56,Calle Serrano 197,Córdoba,Extremadura,16611,240,2024-12-06,3242.0291666666667
Berkshire Hathaway,lista para la venta,1463060,1,2,1.11,Plaza España 74,Málaga,Madrid,10359,494,2023-06-10,2961.65991902834
Century 21,lista para la venta,1229628,6,1,1.24,Calle Mayor 171,Valencia,País Vasco,27992,383,2024-06-11,3210.5169712793736
Compass,lista para la venta,822064,4,1,1.0,Plaza del Sol 170,Sevilla,Canarias,91814,327,2024-04-14,2513.9571865443427
RE/MAX,lista para construir,2078594,4,4,1.83,Calle Gran Vía 167,Madrid,Galicia,16015,409,2024-09-14,5082.136919315403
Sotheby's,lista para la venta,975530,6,1,1.38,Calle Alcalá 63,Córdoba,Castilla-La Mancha,32760,369,2024-09-14,2643.7127371273714
Coldwell Banker,lista para la venta,468121,1,1,0.37,Plaza del Sol 36,Murcia,Baleares,44328,163,2024-07-14,2871.9079754601225
Coldwell Banker,lista para la venta,380107,5,2,1.14,Plaza España 23,Córdoba,Extremadura,14841,74,2024-12-28,5136.581081081081
RE/MAX,lista para construir,662569,4,3,1.39,Avenida Diagonal 142,Málaga,Andalucía,58634,161,2025-03-21,4115.335403726708
Berkshire Hathaway,lista para construir,344622,2,1,1.55,Calle Alcalá 73,Alicante,Galicia,81540,119,2023-08-15,2895.983193277311
Compass,lista para construir,2437653,4,1,1.83,Avenida Diagonal 68,Madrid,Aragón,86205,491,2023-11-11,4964.670061099796
RE/MAX,lista para la venta,1379171,6,1,1.71,Calle Mayor 12,Málaga,Baleares,44660,428,2023-06-18,3222.36214953271
Keller Williams,lista para construir,1280111,3,2,1.86,Avenida Diagonal 148,Barcelona,Murcia,66377,245,2025-02-09,5224.942857142857
Compass,lista para construir,976857,3,4,0.3,Ronda de Valencia 44,Zaragoza,Asturias,23323,435,2024-06-28,2245.648275862069
Berkshire Hathaway,lista para la venta,230596,1,2,0.12,Calle Mayor 23,Sevilla,Madrid,37967,82,2025-03-03,2812.1463414634145
Coldwell Banker,lista para la venta,1343563,3,3,0.45,Paseo de la Castellana 155,Barcelona,Castilla-La Mancha,26304,279,2023-11-03,4815.637992831541
RE/MAX,lista para construir,331589,4,2,0.66,Calle Mayor 114,Zaragoza,Baleares,53372,53,2023-07-15,6256.396226415094
Sotheby's,lista para la venta,767007,6,1,0.54,Avenida de la Constitución 52,Alicante,Madrid,22405,283,2024-12-29,2710.272084805654
Berkshire Hathaway,lista para la venta,528198,5,4,0.58,Calle Gran Vía 199,Palma,Galicia,84994,175,2025-02-27,3018.2742857142857
Berkshire Hathaway,lista para la venta,647709,6,2,0.18,Plaza España 173,Vigo,Asturias,71394,232,2023-12-29,2791.8491379310344
Keller Williams,lista para la venta,782329,3,3,0.17,Avenida de la Constitución 100,Alicante,Canarias,95996,350,2024-03-13,2235.2257142857143
Coldwell Banker,lista para la venta,1626274,5,4,1.97,Ronda de Valencia 3,Valencia,Extremadura,61540,457,2023-09-06,3558.5864332603937
Compass,lista para construir,378999,1,1,1.91,Avenida de la Constitución 49,Murcia,Baleares,12283,106,2025-03-25,3575.4622641509436
Century 21,lista para construir,335262,1,2,0.92,Plaza del Sol 195,Valladolid,Aragón,99438,109,2023-12-31,3075.798165137615
Coldwell Banker,lista para la venta,1067016,5,3,0.67,Avenida Diagonal 179,Las Palmas,Canarias,82650,448,2024-05-11,2381.7321428571427
Sotheby's,lista para la venta,807922,2,3,1.87,Avenida de la Constitución 132,Málaga,Asturias,63576,246,2023-08-08,3284.2357723577234
Keller Williams,lista para la venta,713849,1,1,1.54,Calle Serrano 30,Alicante,Castilla-La Mancha,72093,323,2025-02-11,2210.0588235294117
Sotheby's,lista para la venta,925461,4,3,1.34,Plaza España 114,Las Palmas,Baleares,35940,377,2023-09-04,2454.8037135278514
Compass,lista para construir,946611,6,1,0.78,Plaza España 25,Vigo,Navarra,73406,361,2024-04-14,2622.191135734072
RE/MAX,lista para la venta,906752,5,1,1.46,Paseo de la Castellana 194,Madrid,Madrid,52830,164,2024-09-13,5528.975609756098
Sotheby's,lista para la venta,812121,3,1,1.26,Avenida de la Constitución 126,Alicante,Murcia,69047,361,2024-11-02,2249.6426592797784
RE/MAX,lista para construir,353378,5,3,0.54,Avenida Diagonal 49,Palma,Asturias,18231,55,2025-03-25,6425.054545454545
RE/MAX,lista para construir,471412,2,2,1.16,Calle Mayor 78,Valladolid,Aragón,11633,125,2024-03-20,3771.296
Keller Williams,lista para construir,534565,1,1,0.38,Ronda de Valencia 183,Bilbao,Asturias,12964,145,2024-11-02,3686.655172413793
Century 21,lista para construir,864644,3,2,1.3,Plaza España 80,Murcia,Castilla y León,70154,345,2023-09-17,2506.2144927536233
Century 21,lista para construir,905269,5,2,0.66,Calle Gran Vía 183,Madrid,Aragón,12716,164,2024-03-17,5519.932926829269
Century 21,lista para la venta,1046381,3,2,1.76,Calle Alcalá 37,Palma,Andalucía,77165,436,2023-08-09,2399.956422018349
RE/MAX,lista para la venta,1131178,4,2,0.92,Calle Serrano 33,Alicante,Murcia,96968,461,2024-05-09,2453.7483731019524
Century 21,lista para construir,1125051,4,3,1.39,Calle Serrano 143,Córdoba,Valencia,15217,430,2024-03-13,2616.3976744186048
Berkshire Hathaway,lista para la venta,506488,5,4,0.65,Avenida de la Constitución 132,Alicante,Cataluña,67079,163,2025-03-29,3107.288343558282
Century 21,lista para construir,723926,4,3,1.5,Calle Serrano 75,Vigo,Andalucía,17965,260,2023-06-23,2784.3307692307694
Coldwell Banker,lista para la venta,1020027,3,2,1.96,Ronda de Valencia 161,Sevilla,Castilla-La Mancha,90144,348,2024-02-15,2931.112068965517
Realty One,lista para construir,502972,2,2,1.46,Calle Serrano 31,Gijón,Aragón,56203,154,2024-04-06,3266.051948051948
Keller Williams,lista para la venta,927050,1,1,1.96,Calle Mayor 143,Murcia,Aragón,55137,382,2025-03-28,2426.832460732984
eXp Realty,lista para construir,869155,4,3,0.58,Plaza España 198,Gijón,Valencia,41801,336,2025-01-20,2586.7708333333335
